Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type
REC0763,2023-08-04,76,76,True,None,0,0.0,71,16,5,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone B,Evening,Friday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0764,2023-01-10,3450,3450,True,None,0,0.0,1827,8,7,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone B,Afternoon,Wednesday,False,High,New Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor
REC0765,2023-10-06,165,165,True,None,0,0.0,177,14,4,Basic,Pharmacy Staff,Drug,Controlled,Tube,Shop Floor - Zone A,Afternoon,Thursday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0766,2023-11-14,294,294,True,None,0,0.0,343,16,5,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone C,Afternoon,Monday,False,High,Current Model,True,Slow,Normal,Manual Count,Ad-hoc Check,Shop Floor
REC0767,2023-09-05,1062,1062,True,None,0,0.0,375,13,13,Basic,Team Leader,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Wednesday,False,High,Old Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0768,2023-07-01,19,19,True,None,0,0.0,10,8,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0769,2023-03-18,308,308,True,None,0,0.0,210,4,4,Intermediate,Warehouse Team,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Morning,Wednesday,False,High,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Warehouse
REC0770,2023-05-11,11,9,False,Undercount,2,18.181818181818183,10,4,4,Intermediate,Warehouse Team,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Evening,Monday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0771,2023-04-10,5628,5628,True,None,0,0.0,2980,4,4,Intermediate,Warehouse Team,Drug,OTC,Bottle,Shop Floor - Zone B,Morning,Tuesday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0772,2023-10-09,8580,8580,True,None,0,0.0,4463,5,14,Advanced,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Tuesday,False,Medium,Old Model,True,Slow,Normal,Manual Count,Quarterly Stock-take,Storage
REC0773,2023-03-04,315,259,False,Undercount,56,17.77777777777778,562,20,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse
REC0774,2023-02-24,1760,1663,False,Undercount,97,5.511363636363637,3614,20,2,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,False,Slow,Weak,Manual Count,Regular Stock Check,Shop Floor
REC0775,2023-10-28,1148,937,False,Undercount,211,18.37979094076655,1488,15,3,Basic,Pharmacy Staff,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,True,Medium,Current Model,True,Normal,Weak,Combined Method,Regular Stock Check,Warehouse
REC0776,2023-11-27,16055,16055,True,None,0,0.0,7711,17,3,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Saturday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0777,2023-09-23,67,67,True,None,0,0.0,41,8,7,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,False,High,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Warehouse
REC0778,2023-11-28,1639,1639,True,None,0,0.0,1016,20,2,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Evening,Monday,True,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0779,2023-09-25,332,332,True,None,0,0.0,134,7,3,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Evening,Friday,True,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0780,2023-05-31,13,11,False,Undercount,2,15.384615384615385,10,15,3,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Shop Floor - Zone A,Afternoon,Thursday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0781,2023-06-08,2070,2070,True,None,0,0.0,1430,12,6,Advanced,Warehouse Team,Miscellaneous,Hygiene,Bottle,Shop Floor - Zone B,Evening,Friday,False,Medium,Old Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0782,2023-12-13,19,19,True,None,0,0.0,23,18,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Warehouse - Main Building 3rd Floor,Evening,Sunday,False,High,New Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse
REC0783,2023-10-17,405,352,False,Undercount,53,13.086419753086421,364,4,4,Intermediate,Warehouse Team,Medical Device,Surgical,Box,Warehouse - Main Building 3rd Floor,Evening,Tuesday,False,Medium,Old Model,True,Maintenance Mode,Weak,Scanner Count,Quarterly Stock-take,Warehouse
REC0784,2023-04-06,1472,1472,True,None,0,0.0,2816,11,2,Basic,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone B,Morning,Friday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0785,2023-08-02,30,30,True,None,0,0.0,19,8,7,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone A,Morning,Monday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0786,2023-10-23,2788,2788,True,None,0,0.0,1800,7,3,Advanced,Pharmacy Staff,Miscellaneous,Baby Care,Box,Storage Room - Drugs,Morning,Thursday,False,Medium,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage
REC0787,2023-08-01,15229,15229,True,None,0,0.0,5705,12,6,Advanced,Warehouse Team,Drug,Controlled,Bottle,Shop Floor - Zone A,Afternoon,Saturday,False,Low,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0788,2023-06-19,783,783,True,None,0,0.0,289,5,14,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone C,Afternoon,Monday,False,High,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0789,2023-11-23,59,54,False,Undercount,5,8.47457627118644,53,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone C,Morning,Thursday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0790,2023-08-12,5,5,True,None,0,0.0,10,18,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Morning,Friday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0791,2023-10-31,135,135,True,None,0,0.0,69,16,5,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Thursday,True,Low,Current Model,False,Normal,Strong,Scanner Count,Ad-hoc Check,Shop Floor
REC0792,2023-12-14,66,66,True,None,0,0.0,30,1,7,Intermediate,Pharmacy Staff,Medical Device,Surgical,Blister Pack,Storage Room - Medical Devices,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0793,2023-07-10,4400,4400,True,None,0,0.0,1703,1,7,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone B,Morning,Tuesday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor
REC0794,2023-01-01,188,188,True,None,0,0.0,111,2,4,Intermediate,Pharmacy Staff,Drug,Controlled,Tube,Storage Room - Drugs,Afternoon,Thursday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage
REC0795,2023-12-26,146,146,True,None,0,0.0,121,6,9,Intermediate,Team Leader,Drug,Refrigerated,Tube,Storage Room - Drugs,Afternoon,Tuesday,True,High,Old Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage
REC0796,2023-01-17,33,32,False,Undercount,1,3.0303030303030303,20,19,5,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Tube,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,True,Normal,Strong,Combined Method,Ad-hoc Check,Shop Floor
REC0797,2023-02-28,1276,1276,True,None,0,0.0,1126,16,5,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Afternoon,Friday,True,High,Current Model,True,Slow,Weak,Scanner Count,Quarterly Stock-take,Warehouse
REC0798,2023-11-13,4218,4218,True,None,0,0.0,5633,2,4,Intermediate,Pharmacy Staff,Drug,OTC,Box,Shop Floor - Zone A,Morning,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0799,2023-10-17,41,34,False,Undercount,7,17.073170731707318,20,19,5,Intermediate,Pharmacy Staff,Drug,OTC,Tube,Storage Room - Drugs,Evening,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0800,2023-08-06,1970,1776,False,Undercount,194,9.847715736040609,699,9,6,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone C,Afternoon,Thursday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0801,2023-10-22,3,2,False,Undercount,1,33.33333333333333,10,11,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Afternoon,Monday,False,Medium,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Storage
REC0802,2023-09-20,54,54,True,None,0,0.0,25,18,4,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Shop Floor - Zone A,Afternoon,Wednesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0803,2023-10-29,3,3,True,None,0,0.0,10,16,5,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone C,Evening,Sunday,True,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0804,2023-10-12,920,920,True,None,0,0.0,708,9,6,Advanced,Pharmacy Staff,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Monday,False,Medium,Current Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Warehouse
REC0805,2023-08-20,9384,9384,True,None,0,0.0,4072,19,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Evening,Monday,False,Medium,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0806,2023-04-05,6210,6210,True,None,0,0.0,4072,13,13,Basic,Team Leader,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,False,High,New Model,False,Normal,Normal,Combined Method,Ad-hoc Check,Warehouse
REC0807,2023-10-16,2349,2349,True,None,0,0.0,1796,12,6,Advanced,Warehouse Team,Drug,OTC,Bottle,Storage Room - Drugs,Morning,Wednesday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0808,2023-11-11,2736,2736,True,None,0,0.0,1614,16,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Morning,Monday,False,Medium,Current Model,True,Normal,Weak,Combined Method,Regular Stock Check,Shop Floor
REC0809,2023-11-20,5928,5928,True,None,0,0.0,2712,12,6,Advanced,Warehouse Team,Drug,OTC,Box,Shop Floor - Zone B,Afternoon,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0810,2023-01-03,495,495,True,None,0,0.0,281,15,3,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Morning,Friday,False,Medium,New Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0811,2023-03-19,125,125,True,None,0,0.0,107,7,3,Advanced,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Morning,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0812,2023-07-30,7991,7639,False,Undercount,352,4.4049555750219,11057,20,2,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone A,Morning,Tuesday,True,High,Current Model,True,Slow,Normal,Manual Count,Ad-hoc Check,Shop Floor
REC0813,2023-07-21,322,322,True,None,0,0.0,191,2,4,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Blister Pack,Shop Floor - Zone C,Morning,Tuesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0814,2023-05-23,711,711,True,None,0,0.0,280,1,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Afternoon,Saturday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Storage
REC0815,2023-07-01,1820,1820,True,None,0,0.0,1028,13,13,Basic,Team Leader,Drug,OTC,Box,Warehouse - Shop Building Ground Floor,Evening,Wednesday,False,Medium,Current Model,False,Maintenance Mode,Normal,Scanner Count,Ad-hoc Check,Warehouse
REC0816,2023-09-06,16954,16954,True,None,0,0.0,7455,4,4,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Warehouse - Shop Building Ground Floor,Evening,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0817,2023-05-02,4248,4248,True,None,0,0.0,5302,20,2,Basic,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Storage Room - Drugs,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0818,2023-07-22,31,31,True,None,0,0.0,14,5,14,Advanced,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Warehouse - Shop Building Ground Floor,Evening,Monday,False,High,New Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0819,2023-03-28,1674,1674,True,None,0,0.0,975,14,4,Basic,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Morning,Friday,True,High,New Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0820,2023-04-08,646,665,False,Overcount,19,2.941176470588235,462,18,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone C,Afternoon,Thursday,False,Medium,New Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0821,2023-05-19,36,29,False,Undercount,7,19.444444444444446,48,3,4,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Morning,Monday,False,High,Current Model,True,Slow,Normal,Manual Count,Quarterly Stock-take,Storage
REC0822,2023-09-14,44,44,True,None,0,0.0,21,1,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Shop Floor - Zone B,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0823,2023-02-05,242,221,False,Undercount,21,8.677685950413224,240,2,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Wednesday,False,Medium,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse
REC0824,2023-09-28,2760,2760,True,None,0,0.0,1563,12,6,Advanced,Warehouse Team,Drug,Refrigerated,Box,Shop Floor - Zone A,Evening,Monday,True,Medium,Current Model,False,Slow,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0825,2023-03-27,3321,3321,True,None,0,0.0,1047,5,14,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone A,Afternoon,Monday,True,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0826,2023-08-31,144,144,True,None,0,0.0,80,10,1,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone B,Afternoon,Saturday,True,High,Old Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Shop Floor
REC0827,2023-06-18,245,245,True,None,0,0.0,136,15,3,Basic,Pharmacy Staff,Drug,Prescription,Blister Pack,Storage Room - Drugs,Evening,Wednesday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0828,2023-03-24,1239,1239,True,None,0,0.0,1090,18,4,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0829,2023-03-07,1280,1280,True,None,0,0.0,877,16,5,Intermediate,Pharmacy Staff,Drug,Prescription,Box,Storage Room - Drugs,Evening,Sunday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage
REC0830,2023-12-25,16,14,False,Undercount,2,12.5,26,11,2,Basic,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Evening,Friday,True,Medium,Old Model,False,Normal,Normal,Manual Count,Regular Stock Check,Storage
REC0831,2023-02-13,1122,1122,True,None,0,0.0,443,9,6,Advanced,Pharmacy Staff,Miscellaneous,First Aid,Box,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Warehouse
REC0832,2023-06-22,97,97,True,None,0,0.0,45,19,5,Intermediate,Pharmacy Staff,Drug,Controlled,Tube,Storage Room - Drugs,Evening,Monday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage
REC0833,2023-11-11,95,95,True,None,0,0.0,90,18,4,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Individual,Shop Floor - Zone B,Morning,Wednesday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0834,2023-07-17,364,364,True,None,0,0.0,183,17,3,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Saturday,False,High,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0835,2023-01-04,1344,1344,True,None,0,0.0,523,1,7,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Afternoon,Sunday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Storage
REC0836,2023-07-27,770,770,True,None,0,0.0,360,1,7,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Shop Floor - Zone B,Morning,Friday,True,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0837,2023-07-10,8213,8171,False,Undercount,42,0.5113843906002679,3533,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Afternoon,Tuesday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0838,2023-03-07,17,18,False,Overcount,1,5.88235294117647,29,15,3,Basic,Pharmacy Staff,Medical Device,Therapeutic,Box,Shop Floor - Zone A,Afternoon,Friday,False,High,New Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor
REC0839,2023-04-14,78,78,True,None,0,0.0,53,3,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Wednesday,False,High,New Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Warehouse
REC0840,2023-05-30,284,284,True,None,0,0.0,118,8,7,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Morning,Monday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse
REC0841,2023-06-10,1377,1377,True,None,0,0.0,1721,7,3,Advanced,Pharmacy Staff,Miscellaneous,First Aid,Box,Shop Floor - Zone B,Evening,Monday,False,Low,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0842,2023-10-22,2560,2798,False,Overcount,238,9.296875,3235,20,2,Basic,Pharmacy Staff,Drug,Controlled,Bottle,Shop Floor - Zone A,Afternoon,Tuesday,False,High,New Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0843,2023-03-25,304,304,True,None,0,0.0,290,13,13,Basic,Team Leader,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Wednesday,True,Medium,Current Model,True,Maintenance Mode,Normal,Manual Count,Regular Stock Check,Warehouse
REC0844,2023-07-12,7998,7998,True,None,0,0.0,4091,8,7,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Afternoon,Saturday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage
REC0845,2023-01-13,392,392,True,None,0,0.0,148,9,6,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Morning,Monday,False,Low,Old Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Storage
REC0846,2023-09-12,816,816,True,None,0,0.0,412,13,13,Basic,Team Leader,Medical Device,Monitoring,Box,Shop Floor - Zone B,Afternoon,Wednesday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0847,2023-04-23,882,882,True,None,0,0.0,905,6,9,Intermediate,Team Leader,Drug,OTC,Blister Pack,Shop Floor - Zone C,Afternoon,Sunday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor
REC0848,2023-07-20,29,29,True,None,0,0.0,22,20,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor
REC0849,2023-08-20,99,99,True,None,0,0.0,34,6,9,Intermediate,Team Leader,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0850,2023-07-14,1320,1320,True,None,0,0.0,790,14,4,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Monday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Warehouse
REC0851,2023-04-07,30,30,True,None,0,0.0,14,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Storage Room - Drugs,Afternoon,Thursday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage
REC0852,2023-05-21,1260,1260,True,None,0,0.0,849,16,5,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0853,2023-07-05,1679,1679,True,None,0,0.0,1146,4,4,Intermediate,Warehouse Team,Miscellaneous,First Aid,Bottle,Shop Floor - Zone B,Morning,Thursday,False,High,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor
REC0854,2023-10-11,235,264,False,Overcount,29,12.340425531914894,100,16,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Evening,Thursday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor
REC0855,2023-11-08,9,9,True,None,0,0.0,10,13,13,Basic,Team Leader,Medical Device,Therapeutic,Individual,Shop Floor - Zone C,Evening,Thursday,False,Low,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0856,2023-04-20,90,90,True,None,0,0.0,38,2,4,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Tube,Shop Floor - Zone A,Evening,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0857,2023-01-11,540,540,True,None,0,0.0,479,16,5,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Morning,Thursday,False,High,Old Model,False,Normal,Strong,Manual Count,Ad-hoc Check,Storage
REC0858,2023-10-30,2175,2175,True,None,0,0.0,1457,14,4,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone A,Afternoon,Monday,True,High,Current Model,False,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor
REC0859,2023-10-09,1080,1080,True,None,0,0.0,564,10,1,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Shop Floor - Zone C,Afternoon,Wednesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor
REC0860,2023-10-03,17,17,True,None,0,0.0,18,3,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Evening,Tuesday,False,Medium,New Model,False,Normal,Weak,Manual Count,Regular Stock Check,Storage
REC0861,2023-08-02,506,496,False,Undercount,10,1.9762845849802373,625,6,9,Intermediate,Team Leader,Medical Device,Monitoring,Box,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,False,Low,Current Model,False,Maintenance Mode,Normal,Combined Method,Quarterly Stock-take,Warehouse
REC0862,2023-10-10,60,59,False,Undercount,1,1.6666666666666667,84,15,3,Basic,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Afternoon,Tuesday,False,High,Current Model,True,Slow,Normal,Manual Count,Quarterly Stock-take,Shop Floor
REC0863,2023-09-19,3248,2762,False,Undercount,486,14.963054187192117,2048,11,2,Basic,Pharmacy Staff,Drug,OTC,Bottle,Warehouse - Shop Building Ground Floor,Morning,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse
REC0864,2023-03-28,90,90,True,None,0,0.0,22,5,14,Advanced,Pharmacy Staff,Miscellaneous,Baby Care,Individual,Shop Floor - Zone C,Evening,Monday,True,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor
REC0865,2023-01-13,164,154,False,Undercount,10,6.097560975609756,77,12,6,Advanced,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Evening,Friday,False,Medium,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
REC0866,2023-12-30,6300,6300,True,None,0,0.0,3528,14,4,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone A,Afternoon,Saturday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0867,2023-12-06,1096,1096,True,None,0,0.0,479,17,3,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor
REC0868,2023-07-07,36,36,True,None,0,0.0,20,9,6,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Individual,Shop Floor - Zone B,Afternoon,Wednesday,False,Medium,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor
