Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type,Product_ID,Special_Cause
REC0779,2023-05-29,700,770,False,Overcount,70,10.0,1034.0,14,5,Basic,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Morning,Saturday,True,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0779,None
REC0780,2023-05-10,81,81,True,None,0,0.0,71.0,5,8,Intermediate,Warehouse Team,Miscellaneous,First Aid,Tube,Shop Floor - Zone A,Afternoon,Saturday,False,High,Current Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor,P0780,None
REC0781,2023-01-20,18,18,True,None,0,0.0,10.0,19,6,Intermediate,Warehouse Team,Miscellaneous,First Aid,Tube,Shop Floor - Zone A,Morning,Monday,False,Medium,Current Model,True,Slow,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0781,None
REC0782,2023-04-06,2666,2666,True,None,0,0.0,1583.0,7,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Morning,Saturday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Storage,P0782,None
REC0783,2023-12-05,290,290,True,None,0,0.0,165.0,5,8,Intermediate,Warehouse Team,Medical Device,Monitoring,Blister Pack,Shop Floor - Zone C,Afternoon,Monday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0783,None
REC0784,2023-07-23,480,480,True,None,0,0.0,164.0,6,10,Advanced,Pharmacy Staff,Medical Device,Monitoring,Blister Pack,Shop Floor - Zone B,Afternoon,Thursday,False,High,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0784,None
REC0785,2023-08-09,53,53,True,None,0,0.0,24.0,7,4,Intermediate,Pharmacy Staff,Drug,Prescription,Tube,Storage Room - Drugs,Morning,Wednesday,False,Medium,Old Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0785,None
REC0786,2023-03-27,3588,3588,True,None,0,0.0,2326.0,1,4,Basic,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Afternoon,Monday,True,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0786,None
REC0787,2023-10-25,220,220,True,None,0,0.0,94.0,11,15,Advanced,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Evening,Friday,True,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0787,None
REC0788,2023-12-30,7770,7770,True,None,0,0.0,3914.0,10,6,Advanced,Warehouse Team,Drug,OTC,Box,Shop Floor - Zone A,Evening,Saturday,True,Medium,Current Model,True,Slow,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0788,None
REC0789,2023-07-11,450,450,True,None,0,0.0,209.0,8,3,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Drugs,Evening,Saturday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,SP005,Similar Packaging Confusion
REC0790,2023-05-04,203,203,True,None,0,0.0,116.0,14,5,Basic,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Afternoon,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage,P0790,None
REC0791,2023-11-12,490,490,True,None,0,0.0,419.0,10,6,Advanced,Warehouse Team,Miscellaneous,Hygiene,Box,Shop Floor - Zone B,Afternoon,Monday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor,P0791,None
REC0792,2023-02-08,69,70,False,Overcount,1,1.4492753623188406,172.1808932092415,102,0,Basic,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone C,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0792,New Employee Training
REC0793,2023-01-17,62,62,True,None,0,0.0,56.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Individual,Shop Floor - Zone C,Evening,Saturday,False,High,Old Model,False,Normal,Normal,Manual Count,Ad-hoc Check,Shop Floor,P0793,None
REC0794,2023-09-09,4,3,False,Undercount,1,25.0,10.0,4,10,Basic,Warehouse Team,Medical Device,Therapeutic,Individual,Shop Floor - Zone C,Morning,Saturday,False,High,New Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0794,None
REC0795,2023-03-16,21,21,True,None,0,0.0,10.0,4,10,Basic,Warehouse Team,Miscellaneous,Hygiene,Individual,Warehouse - Shop Building Ground Floor,Morning,Monday,False,Medium,Current Model,False,Slow,Normal,Scanner Count,Regular Stock Check,Warehouse,P0795,None
REC0796,2023-10-12,546,546,True,None,0,0.0,334.0,7,4,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Afternoon,Saturday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0796,None
REC0797,2023-11-05,34,34,True,None,0,0.0,18.0,3,3,Intermediate,Warehouse Team,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Evening,Wednesday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage,P0797,None
REC0798,2023-04-30,2272,2272,True,None,0,0.0,664.0,11,15,Advanced,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Morning,Friday,True,Medium,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0798,None
REC0799,2023-09-19,190,190,True,None,0,0.0,112.0,13,3,Basic,Pharmacy Staff,Drug,OTC,Tube,Storage Room - Drugs,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0799,None
REC0800,2023-07-15,1281,1281,True,None,0,0.0,1265.0,2,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Morning,Friday,False,High,New Model,True,Normal,Strong,Manual Count,Quarterly Stock-take,Shop Floor,P0800,None
REC0801,2023-10-06,748,748,True,None,0,0.0,288.0,10,6,Advanced,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Thursday,False,High,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0801,None
REC0802,2023-04-21,576,576,True,None,0,0.0,223.0,9,7,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Storage Room - Drugs,Afternoon,Friday,False,High,Old Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage,P0802,None
REC0803,2023-06-28,630,630,True,None,0,0.0,281.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Morning,Wednesday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0803,None
REC0804,2023-09-09,5676,5676,True,None,0,0.0,2835.0,1,4,Basic,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Afternoon,Saturday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Storage,P0804,None
REC0805,2023-06-02,989,989,True,None,0,0.0,2091.0,8,3,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone C,Afternoon,Sunday,False,Low,Current Model,True,Slow,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0805,None
REC0806,2023-01-14,44,44,True,None,0,0.0,45.0,2,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Shop Floor - Zone A,Evening,Thursday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0806,None
REC0807,2023-05-21,5936,6629,False,Overcount,693,11.674528301886793,4052.0,14,5,Basic,Pharmacy Staff,Drug,OTC,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Warehouse,P0807,None
REC0808,2023-08-21,26,26,True,None,0,0.0,20.0,5,8,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Warehouse - Main Building 3rd Floor,Afternoon,Sunday,False,High,Current Model,True,Slow,Weak,Combined Method,Regular Stock Check,Warehouse,SP001,Similar Packaging Confusion
REC0809,2023-08-29,1584,1584,True,None,0,0.0,460.0,11,15,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Afternoon,Sunday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0809,None
REC0810,2023-03-31,364,364,True,None,0,0.0,236.0,19,6,Intermediate,Warehouse Team,Medical Device,Therapeutic,Box,Shop Floor - Zone A,Evening,Friday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0810,None
REC0811,2023-11-01,882,882,True,None,0,0.0,524.0,18,6,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Afternoon,Tuesday,False,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0811,None
REC0812,2023-03-11,72,79,False,Overcount,7,9.722222222222223,92.0,13,3,Basic,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Evening,Friday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor,P0812,None
REC0813,2023-12-22,24,22,False,Undercount,2,8.333333333333332,7.355218408610751,11,15,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Individual,Storage Room - Drugs,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0813,Holiday Rush
REC0814,2023-03-22,12,12,True,None,0,0.0,13.0,1,4,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Tube,Storage Room - Drugs,Morning,Tuesday,False,Low,Old Model,True,Maintenance Mode,Weak,Combined Method,Regular Stock Check,Storage,P0814,None
REC0815,2023-11-10,25,25,True,None,0,0.0,10.0,11,15,Advanced,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Afternoon,Friday,False,High,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0815,None
REC0816,2023-01-24,70,70,True,None,0,0.0,39.0,1,4,Basic,Pharmacy Staff,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Evening,Wednesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0816,None
REC0817,2023-11-20,4560,4560,True,None,0,0.0,2479.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Bottle,Shop Floor - Zone A,Evening,Saturday,False,High,Current Model,True,Slow,Weak,Scanner Count,Ad-hoc Check,Shop Floor,P0817,None
REC0818,2023-11-10,112,108,False,Undercount,4,3.571428571428571,113.0,13,3,Basic,Pharmacy Staff,Drug,OTC,Tube,Storage Room - Drugs,Evening,Thursday,False,Low,Old Model,False,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0818,None
REC0819,2023-01-18,2425,2425,True,None,0,0.0,1589.0,3,3,Intermediate,Warehouse Team,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Afternoon,Sunday,False,Medium,Old Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0819,None
REC0820,2023-12-19,12,12,True,None,0,0.0,7.19862191339264,6,10,Advanced,Pharmacy Staff,Medical Device,Diagnostic,Individual,Shop Floor - Zone C,Afternoon,Tuesday,False,Low,Current Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0820,Holiday Rush
REC0821,2023-05-30,315,315,True,None,0,0.0,234.0,13,3,Basic,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone A,Afternoon,Monday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0821,None
REC0822,2023-10-22,6150,6062,False,Undercount,88,1.4308943089430894,2634.0,4,10,Basic,Warehouse Team,Drug,Prescription,Bottle,Shop Floor - Zone B,Afternoon,Friday,False,Medium,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0822,None
REC0823,2023-08-20,1972,1972,True,None,0,0.0,526.0,11,15,Advanced,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone B,Evening,Friday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0823,None
REC0824,2023-06-08,3570,3570,True,None,0,0.0,3524.0,12,4,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Storage Room - Drugs,Afternoon,Friday,False,Medium,New Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0824,None
REC0825,2023-08-28,83,83,True,None,0,0.0,67.0,14,5,Basic,Pharmacy Staff,Miscellaneous,Supplements,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Friday,True,Medium,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Warehouse,P0825,None
REC0826,2023-01-06,14,14,True,None,0,0.0,14.0,3,3,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Tube,Shop Floor - Zone C,Morning,Friday,False,Medium,Current Model,False,Normal,Weak,Manual Count,Ad-hoc Check,Shop Floor,P0826,None
REC0827,2023-11-22,5244,5521,False,Overcount,277,5.282227307398933,4967.0,10,6,Advanced,Warehouse Team,Drug,Refrigerated,Box,Storage Room - Drugs,Afternoon,Thursday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage,P0827,None
REC0828,2023-10-03,385,385,True,None,0,0.0,179.0,10,6,Advanced,Warehouse Team,Drug,Prescription,Bottle,Storage Room - Drugs,Evening,Tuesday,False,Medium,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0828,None
REC0829,2023-03-16,4462,4462,True,None,0,0.0,2909.0,6,10,Advanced,Pharmacy Staff,Drug,Controlled,Bottle,Warehouse - Shop Building Ground Floor,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Manual Count,Ad-hoc Check,Warehouse,P0829,None
REC0830,2023-08-11,2150,2200,False,Overcount,50,2.3255813953488373,2009.0,19,6,Intermediate,Warehouse Team,Miscellaneous,Supplements,Bottle,Shop Floor - Zone C,Afternoon,Saturday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor,P0830,None
REC0831,2023-04-10,3264,3047,False,Undercount,217,6.64828431372549,1765.0,18,6,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Storage Room - Drugs,Evening,Thursday,False,High,Current Model,False,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Storage,P0831,None
REC0832,2023-11-14,43,38,False,Undercount,5,11.627906976744185,52.0,14,5,Basic,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone B,Afternoon,Tuesday,False,High,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0832,None
REC0833,2023-12-18,21,24,False,Overcount,3,14.285714285714285,10.686814055175606,202,0,Basic,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone C,Afternoon,Monday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0833,Holiday Rush
REC0834,2023-11-14,1023,1023,True,None,0,0.0,1336.0,19,6,Intermediate,Warehouse Team,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Afternoon,Friday,False,High,Current Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Warehouse,P0834,None
REC0835,2023-07-20,6596,6596,True,None,0,0.0,2836.0,7,4,Intermediate,Pharmacy Staff,Drug,Controlled,Bottle,Warehouse - Shop Building Ground Floor,Morning,Monday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0835,None
REC0836,2023-09-21,4628,4628,True,None,0,0.0,2020.0,7,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Evening,Tuesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0836,None
REC0837,2023-11-13,762,762,True,None,0,0.0,342.0,2,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0837,None
REC0838,2023-09-19,7245,7245,True,None,0,0.0,5582.0,16,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone A,Afternoon,Friday,False,Medium,New Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0838,None
REC0839,2023-05-10,15,15,True,None,0,0.0,10.0,14,5,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Evening,Wednesday,False,High,New Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0839,None
REC0840,2023-02-08,810,810,True,None,0,0.0,534.0,15,3,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Warehouse - Shop Building Ground Floor,Afternoon,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0840,None
REC0841,2023-05-17,4158,5403,False,Overcount,1245,29.942279942279942,4995.0,15,3,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse,SP005,Similar Packaging Confusion
REC0842,2023-12-03,1080,1080,True,None,0,0.0,387.0,11,15,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Evening,Wednesday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0842,None
REC0843,2023-01-05,3705,3705,True,None,0,0.0,4131.0,13,3,Basic,Pharmacy Staff,Miscellaneous,First Aid,Bottle,Warehouse - Shop Building Ground Floor,Morning,Tuesday,False,Medium,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Warehouse,P0843,None
REC0844,2023-06-13,348,346,False,Undercount,2,0.5747126436781609,559.0,14,5,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone A,Morning,Friday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0844,None
REC0845,2023-01-29,140,140,True,None,0,0.0,65.0,12,4,Intermediate,Warehouse Team,Drug,OTC,Tube,Shop Floor - Zone A,Morning,Monday,True,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0845,None
REC0846,2023-05-16,2268,2869,False,Overcount,601,26.499118165784836,1089.0,10,6,Advanced,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone A,Morning,Tuesday,False,High,Current Model,True,Normal,Strong,Combined Method,Regular Stock Check,Shop Floor,SP004,Similar Packaging Confusion
REC0847,2023-07-22,13640,13640,True,None,0,0.0,5432.0,9,7,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Storage Room - Drugs,Evening,Wednesday,False,High,Current Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage,P0847,None
REC0848,2023-09-03,244,244,True,None,0,0.0,113.0,7,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Evening,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0848,None
REC0849,2023-01-21,1950,2158,False,Overcount,208,10.666666666666668,2684.0,15,3,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone B,Evening,Tuesday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0849,None
REC0850,2023-10-29,76,76,True,None,0,0.0,73.0,14,5,Basic,Pharmacy Staff,Medical Device,Surgical,Box,Storage Room - Medical Devices,Afternoon,Tuesday,True,High,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Storage,P0850,None
REC0851,2023-11-26,34,34,True,None,0,0.0,20.0,15,3,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Morning,Friday,True,Medium,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Storage,P0851,None
REC0852,2023-10-26,305,305,True,None,0,0.0,81.0,20,15,Advanced,Team Leader,Drug,Refrigerated,Blister Pack,Shop Floor - Zone C,Evening,Friday,True,High,Current Model,True,Slow,Weak,Scanner Count,Quarterly Stock-take,Shop Floor,P0852,None
REC0853,2023-06-18,2360,2360,True,None,0,0.0,2611.0,1,4,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone B,Evening,Saturday,False,High,New Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0853,None
REC0854,2023-09-03,22,22,True,None,0,0.0,15.0,6,10,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Individual,Storage Room - Medical Devices,Morning,Tuesday,False,High,Current Model,True,Normal,Weak,Manual Count,Ad-hoc Check,Storage,P0854,None
REC0855,2023-05-09,1088,895,False,Undercount,193,17.738970588235293,422.0,18,6,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Storage Room - Drugs,Evening,Friday,False,High,New Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0855,None
REC0856,2023-11-16,539,562,False,Overcount,23,4.267161410018553,608.0,13,3,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,High,New Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Warehouse,P0856,None
REC0857,2023-05-07,1595,1537,False,Undercount,58,3.6363636363636362,934.0,13,3,Basic,Pharmacy Staff,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0857,None
REC0858,2023-05-20,40,40,True,None,0,0.0,31.0,5,8,Intermediate,Warehouse Team,Miscellaneous,Hygiene,Tube,Warehouse - Shop Building Ground Floor,Evening,Friday,False,High,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0858,None
REC0859,2023-03-26,3,3,True,None,0,0.0,10.0,2,4,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Afternoon,Thursday,True,Medium,Old Model,False,Normal,Normal,Scanner Count,Ad-hoc Check,Storage,P0859,None
REC0860,2023-10-28,61,57,False,Undercount,4,6.557377049180328,44.0,5,8,Intermediate,Warehouse Team,Drug,Controlled,Tube,Storage Room - Drugs,Evening,Monday,True,High,Current Model,False,Slow,Normal,Combined Method,Regular Stock Check,Storage,P0860,None
REC0861,2023-03-09,4402,4402,True,None,0,0.0,1553.0,20,15,Advanced,Team Leader,Drug,OTC,Box,Warehouse - Shop Building Ground Floor,Evening,Wednesday,False,Medium,Current Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0861,None
REC0862,2023-10-01,2156,2391,False,Overcount,235,10.899814471243042,2017.0,16,7,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Evening,Monday,False,High,Old Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0862,None
REC0863,2023-11-27,132,152,False,Overcount,20,15.151515151515152,110.0,8,3,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Medical Devices,Evening,Monday,True,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage,SP004,Similar Packaging Confusion
REC0864,2023-11-14,372,372,True,None,0,0.0,164.0,10,6,Advanced,Warehouse Team,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Morning,Monday,False,Medium,Current Model,True,Normal,Weak,Combined Method,Regular Stock Check,Storage,P0864,None
REC0865,2023-11-11,96,96,True,None,0,0.0,87.0,9,7,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Evening,Thursday,False,Low,New Model,False,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Storage,P0865,None
REC0866,2023-02-09,2700,2567,False,Undercount,133,4.925925925925926,3008.4518638219606,102,0,Basic,Pharmacy Staff,Drug,Prescription,Box,Shop Floor - Zone A,Afternoon,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0866,New Employee Training
REC0867,2023-09-06,12740,12740,True,None,0,0.0,4606.0,5,8,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Shop Floor - Zone B,Evening,Tuesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0867,None
REC0868,2023-06-03,1881,1881,True,None,0,0.0,747.0,4,10,Basic,Warehouse Team,Drug,Controlled,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Saturday,False,High,Old Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0868,None
REC0869,2023-04-07,611,611,True,None,0,0.0,493.0,13,3,Basic,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0869,None
REC0870,2023-03-22,60,60,True,None,0,0.0,23.0,5,8,Intermediate,Warehouse Team,Miscellaneous,Baby Care,Individual,Shop Floor - Zone B,Evening,Wednesday,False,Medium,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0870,None
REC0871,2023-08-31,620,585,False,Undercount,35,5.64516129032258,717.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Box,Warehouse - Shop Building Ground Floor,Evening,Tuesday,True,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse,P0871,None
REC0872,2023-12-22,64,54,False,Undercount,10,15.625,45.892918393854146,2,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,SP004,Similar Packaging Confusion
REC0873,2023-10-06,7134,7134,True,None,0,0.0,1372.0,11,15,Advanced,Pharmacy Staff,Drug,Refrigerated,Bottle,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,High,Current Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse,P0873,None
REC0874,2023-09-22,16,16,True,None,0,0.0,18.0,12,4,Intermediate,Warehouse Team,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Morning,Thursday,False,High,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0874,None
REC0875,2023-06-30,37,37,True,None,0,0.0,28.0,12,4,Intermediate,Warehouse Team,Medical Device,Surgical,Individual,Warehouse - Main Building 3rd Floor,Evening,Thursday,True,High,Current Model,True,Normal,Normal,Combined Method,Ad-hoc Check,Warehouse,P0875,None
REC0876,2023-01-21,7150,7655,False,Overcount,505,7.062937062937063,3151.0,2,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Storage Room - Drugs,Evening,Thursday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage,SP001,Similar Packaging Confusion
REC0877,2023-09-16,207,207,True,None,0,0.0,105.0,12,4,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Wednesday,False,Medium,Old Model,False,Slow,Weak,Scanner Count,Regular Stock Check,Warehouse,P0877,None
